HDFC Top 100 Fund,Kotak Emerging Equity Fund,Quant Small Cap Fund,HDFC Gold ETF FoF,Invesco India Credit Risk Fund,Quant Multi Asset Fund
-0.2378926651,-0.122,-0.2386882175,0.5279,0.07254375046,-0.0685
-0.211,-0.098,-0.2354,0.5097,0.073,-0.0669
-0.24,-0.128,-0.2271,0.5289,0.07217195339,-0.0678
-0.241,-0.128,-0.2691,0.4856,0.0721,-0.0851
-0.2342960762,-0.12,-0.2626,0.4629667991,0.0734,-0.0797
-0.241,-0.127,-0.2639,0.4556,0.07311712508,-0.0781
-0.2318435867,-0.1207161125,-0.2441,0.4760255276,0.0734,-0.0737
-0.241,-0.12,-0.267,0.4585603457,0.0738,-0.0729
-0.2350755661,-0.13,-0.2808,0.4448835042,0.0727,-0.077
-0.223,-0.117,-0.2644371368,0.4418,0.0723,-0.0732
-0.2477717338,-0.128,-0.2608,0.468,0.071,-0.0786
-0.279,-0.157,-0.2602,0.4938,0.07096549484,-0.0741
-0.298,-0.181,-0.2418665039,0.5181,0.072,-0.0677
-0.298,-0.18,-0.2201296801,0.4878,0.0713,-0.0771
-0.280263861,-0.17,-0.2205,0.4931,0.0698,-0.07766480991
-0.293,-0.176,-0.206,0.4828,0.0688,-0.068
-0.311,-0.187,-0.1882,0.4889,0.0697,-0.066
-0.3097313019,-0.1762716708,-0.1873,0.4721,0.0697,-0.0682
-0.281,-0.171,-0.1806,0.4453,0.06996869837,-0.0673
-0.275,-0.163,-0.1572939831,0.4729933801,0.0706,-0.08
-0.263,-0.1570663253,-0.1699,0.4433,0.0729,-0.08161750215
-0.2536214274,-0.142,-0.1399,0.4459,0.0749,-0.0831044512
-0.244,-0.132,-0.1335,0.442,0.07482837983,-0.0803
-0.224,-0.119,-0.1229,0.4191,0.0771,-0.0696
-0.226,-0.119,-0.1082,0.4167,0.07811643778,-0.05757698323
-0.2093542245,-0.105,-0.1027,0.4298242368,0.0843,-0.04966554417
-0.2102223049,-0.109,-0.077,0.4187352109,0.08294180003,-0.0218
-0.2171701499,-0.107,-0.0646,0.4235,0.087,-0.01043100052
-0.215,-0.101,-0.0866,0.4309,0.0888,-0.0286
-0.229,-0.1047212155,-0.0789,0.4309,0.08997098543,-0.01921445595
-0.2143041825,-0.08680437424,-0.0819,0.4469,0.0753,-0.02120972386
-0.2317812465,-0.1,-0.0944,0.4264,0.0753,-0.03308216045
-0.227,-0.0902195122,-0.0997,0.434,0.0743,-0.0331795257
-0.239,-0.096,-0.0759,0.4051,0.0746,-0.0115
-0.2166722707,-0.088,-0.0726,0.3997,0.07590342851,-0.0097
-0.205,-0.07370517928,-0.0787,0.3871,0.0787,-0.00952917505
-0.202,-0.069,-0.0591,0.3853,0.08054455837,-0.0049
-0.193,-0.059,-0.03154206658,0.4159,0.0809,-0.006
-0.209,-0.075,-0.0448,0.4341,0.0794,-0.0047
-0.207,-0.072,-0.029,0.4165,0.0791,0.0054
-0.201,-0.072,-0.0281,0.4436,0.0765,0.0078
-0.215,-0.084,-0.0122,0.4325,0.0754,0.028
-0.22,-0.083,-0.01243803735,0.4058,0.0742,0.0218
-0.2109528361,-0.082,-0.0057,0.4168,0.0734,0.0196
-0.193,-0.059,-0.003,0.3875,0.073,0.0301
-0.167,-0.03687221869,0.02395057225,0.3872,0.0771,0.0385
-0.1599455145,-0.026,0.0524,0.4092860929,0.0781,0.0431
-0.158,-0.014,0.0655,0.4002,0.08,0.0461
-0.166,-0.025,0.0684,0.4006,0.0809,0.0472
-0.157,-0.025,0.106,0.4186,0.0812,0.0664
-0.163,-0.02527959279,0.1077,0.4187,0.0792,0.0826
-0.1699352714,-0.031,0.1209,0.4156,0.0782,0.1056
-0.187,-0.034,0.1691898868,0.4204,0.07664734111,0.1111407926
-0.176,-0.029,0.2271,0.4009,0.0758,0.1299
-0.16,-0.005,0.2224,0.3828,0.0756,0.135976739
-0.143,0.01,0.2837,0.3843,0.074,0.1657
-0.133,0.019,0.3322,0.3958,0.0721,0.196
-0.1089099563,0.036,0.3501,0.395,0.07083707458,0.186
-0.107,0.032,0.3625,0.4161,0.0708,0.2012
-0.1,0.0352417335,0.3914,0.4491,0.0703,0.2058
-0.1,0.039,0.3788,0.4579956803,0.0689,0.2103
-0.097,0.048,0.4138,0.4981,0.06741392522,0.2373379039
-0.097,0.046,0.464907238,0.4995,0.06692246635,0.2312
-0.08515476046,0.055,0.4373,0.5214,0.0644,0.2283
-0.091,0.0551975052,0.4343,0.4872,0.0649,0.2243
-0.075,0.07991360691,0.419,0.4801,0.0655,0.2231237376
-0.091,0.064,0.463,0.4741,0.0656,0.2235
-0.069,0.075,0.505,0.4409995937,0.0667,0.23
-0.083,0.074,0.5538942519,0.4807,0.06701460024,0.2164
-0.075,0.077,0.5537,0.4927664768,0.067,0.1971
-0.062,0.101,0.5503,0.4697,0.0658,0.2017
-0.062,0.102,0.5424,0.4706675276,0.0644,0.2178
-0.061,0.097,0.5669,0.4360709964,0.0646,0.2068703298
-0.058,0.091,0.5694,0.3905885957,0.0645,0.2107
-0.048,0.108,0.5445,0.3824,0.0648,0.2026
-0.04541736227,0.1139247115,0.5347992,0.4056,0.0646,0.2008
-0.02015487385,0.133,0.4811,0.3977,0.064,0.1952
-0.023,0.14,0.4938421829,0.4220710627,0.06380908404,0.1961
-0.038,0.136,0.514,0.3732,0.06363185186,0.1977852952
-0.047,0.134765826,0.4847,0.3497,0.0629,0.1906
-0.035,0.156,0.4399,0.3387,0.062,0.1877365252
-0.024,0.173,0.4411,0.3354,0.0602,0.1953
-0.029,0.162,0.4265,0.333,0.0578,0.1974
-0.004,0.181,0.3991554243,0.301,0.05553473401,0.1892
-0.011,0.182,0.4715,0.3068,0.0543,0.1986
-0.006,0.18,0.4906,0.3081,0.0549,0.1925
-0.043,0.13,0.547,0.3523,0.0543,0.2049
-0.04129596846,0.128,0.5084215508,0.3517,0.0528,0.2125
-0.037,0.127,0.4819239028,0.3481,0.05230968162,0.2211351323
-0.03745053413,0.133,0.4954,0.3444,0.0521,0.221
-0.068,0.108,0.5328,0.3479,0.0511,0.2207869707
-0.06,0.106,0.4585,0.3469,0.0496,0.1789
-0.047,0.1079519305,0.4388,0.3439,0.0492,0.1702
-0.058,0.09617737003,0.4822,0.3591,0.0476,0.1694
-0.031,0.12,0.4657,0.3756,0.0476,0.161
-0.073,0.063,0.5072317122,0.3762,0.0463,0.1761
-0.097,0.07678392917,0.5693,0.3648,0.0466,0.1874
-0.08581066376,0.092,0.5763,0.3769829176,0.0447,0.1905
-0.06739965026,0.114,0.5737,0.3604,0.0454,0.1992
-0.086,0.1009343555,0.5856,0.3731,0.0473,0.1992
-0.08,0.103,0.5964627566,0.373,0.0461,0.1995
-0.1,0.08044217687,0.6051,0.363,0.0453,0.2002
-0.097,0.07942336126,0.5982,0.3491,0.04582810551,0.1844
-0.102,0.083,0.611,0.3182,0.04524943256,0.1892555035
-0.122,0.071,0.5868,0.3101,0.0456,0.182
-0.09,0.097,0.5537,0.3103,0.0467,0.1726
-0.087,0.109,0.5322,0.2953,0.04679396136,0.1718
-0.083,0.121,0.5183,0.3092,0.0471,0.1646
-0.09,0.1167663179,0.4966389438,0.3146,0.04755476859,0.143
-0.07974832682,0.121,0.507,0.3080631164,0.04805167031,0.1435881131
-0.081,0.118,0.5101,0.306,0.04838699901,0.1644
-0.075,0.122,0.5012,0.3243418145,0.0479,0.1626538547
-0.085,0.103,0.5014,0.31,0.0472,0.1642
-0.089,0.098,0.5067,0.3097,0.0467,0.1703
-0.074,0.093,0.4997,0.3248,0.04670615421,0.1742
-0.078,0.086,0.5125,0.3315,0.04702540226,0.1771599471
-0.07418106732,0.082,0.5138,0.3294,0.048,0.1829
-0.08026069652,0.088,0.505800723,0.2925164787,0.0484,0.1775
-0.118,0.058,0.5179767317,0.3171,0.04885671614,0.1772030793
-0.115,0.066,0.5233,0.3273,0.0478,0.1728
-0.11,0.06139340215,0.5058,0.3134,0.0482,0.1794015086
-0.1099690569,0.064,0.5176,0.3059,0.0477,0.1726
-0.107,0.071,0.5148,0.3186,0.0478,0.1732
-0.1041124794,0.08796582008,0.5375,0.3211,0.04775440244,0.1694
-0.103,0.091,0.5277,0.329,0.0488,0.1793
-0.119,0.07,0.5368050498,0.3232,0.0498,0.189
-0.104,0.085,0.4937,0.3356,0.0501,0.1718
-0.118,0.072,0.5181,0.3391,0.0512,0.1726
-0.1134221581,0.077,0.5424,0.3224,0.05161273453,0.1808553217
-0.113,0.073,0.553,0.3182,0.0516,0.1793904766
-0.107,0.071,0.5728,0.3311,0.05143723514,0.1845198879
-0.096,0.082,0.566,0.3431,0.0515,0.1878
-0.099,0.083,0.5677,0.3382231732,0.0522,0.1904
-0.086,0.09129847758,0.5829,0.3319,0.0508,0.1926563156
-0.073,0.103,0.6011,0.3620681439,0.0492,0.2065
-0.056,0.1161784757,0.6123,0.3689,0.0493,0.2076484485
-0.051,0.1,0.5974614334,0.3307213036,0.0489,0.2076
-0.03114691289,0.1105964912,0.6261,0.3373,0.04891703507,0.2265
-0.039,0.1038915914,0.6489,0.3403,0.0502,0.2219
-0.045,0.1069997697,0.6974,0.3422,0.0514,0.2251
-0.02546698689,0.128150874,0.7114,0.3415,0.0511,0.2242
-0.017,0.141,0.7217,0.3312,0.0514,0.2528
-0.018,0.146,0.7226,0.3221,0.0521,0.2504
-0.018,0.1552911275,0.7719,0.3108,0.0519,0.2688
-0.011,0.169,0.7741,0.313,0.0528,0.2725
0.012,0.1874985444,0.7734,0.285,0.0524,0.2669
-0.001,0.164,0.7699,0.2921,0.0521,0.2584
0.021,0.186,0.7703,0.2951,0.0525,0.2634
0.013,0.2118791003,0.7784557945,0.2904,0.05195224123,0.26
0.018,0.2194667164,0.7831,0.2709,0.0517,0.2636
0.008,0.2117004536,0.783241174,0.2931,0.0516,0.2665
0.02,0.217,0.7627,0.2981,0.0507,0.2701705473
0.023,0.2236540731,0.7507,0.2947300454,0.0509,0.266
0.033,0.236,0.6431,0.2826,0.0509,0.2237
0.03028799832,0.229,0.6593,0.3036,0.0508,0.2255
0.036,0.2321378991,0.6879141328,0.295465033,0.0504,0.2625
0.034,0.227,0.6983496598,0.2786,0.0496,0.2577
0,0.227,0.7739,0.2701,0.0492,0.2769
0.062,0.232,0.7596,0.2537,0.04847645743,0.2684
0.044,0.221,0.757,0.2582,0.0478,0.2608656672
0.052,0.226,0.7223410619,0.2714,0.0473,0.2517
0.055,0.228,0.7170865171,0.2776,0.045,0.2524
0.054,0.223,0.7095,0.2774,0.0448,0.2759
-0.001,0.17,0.706,0.288,0.0445,0.289
0.01819277748,0.175,0.7107,0.2445864207,0.04443885404,0.2811
0.054,0.219,0.7047,0.2157,0.0436,0.2798
0.063,0.213,0.7151,0.2372,0.0436,0.2845
0.07846837925,0.217,0.7402,0.2219,0.0429,0.2687
0.063,0.204,0.7604,0.2522,0.0431,0.2583
0.059,0.202,0.7661586141,0.2525,0.0431,0.2364
0.05300416059,0.198,0.7766,0.2661219793,0.0436,0.2429
0.05567126796,0.2,0.7722869194,0.2687605186,0.0431,0.2437
0.069,0.209,0.677,0.2805,0.0424,0.2275
0.078,0.21,0.6838,0.2919,0.04247960263,0.2525976121
0.08,0.212,0.6845,0.2964,0.0423,0.2527
0.095,0.227,0.6693,0.2748,0.04234959169,0.2855823756
0.116,0.238,0.6579,0.2606,0.0419,0.2727
0.131,0.24,0.6931,0.2396,0.0422,0.2676
0.1321093705,0.223,0.6269,0.2396,0.0435,0.2363
0.1337881018,0.204,0.6088800749,0.2302,0.0429,0.2255
0.149,0.209,0.619,0.2045916233,0.0425,0.232
0.146,0.201,0.6135,0.2158997381,0.0428,0.2272
0.121,0.1764457488,0.6259,0.210189165,0.0427,0.228
0.15,0.206,0.651,0.2043,0.0432,0.2583
0.1698883773,0.216,0.6595,0.2086,0.04280482133,0.2653037098
0.198,0.2292999136,0.6554,0.2114,0.04252616299,0.2538
0.152,0.201,0.6854,0.2178,0.0423,0.2620118108
0.131,0.183,0.7317261245,0.2214,0.0426,0.2381
0.104,0.167,0.7607,0.2092407653,0.0418,0.2287509364
0.099,0.161,0.7657,0.201391903,0.0412,0.247
0.096,0.164,0.7568,0.1973,0.0409,0.2522
0.142,0.189,0.7906,0.1947,0.0407,0.2594
0.176,0.215,0.8096,0.1857,0.04081998548,0.2644
0.194,0.239,0.8523,0.1715,0.0406,0.316
0.22,0.266,0.8798,0.1628,0.0407,0.3352
0.234375746,0.269,0.9305290418,0.1522,0.04073733682,0.3222408964
0.253775623,0.298,0.925,0.1534,0.0412,0.3199
0.235,0.28,0.9262,0.1497,0.0419,0.3315075673
0.2314496932,0.285,0.9628,0.1513,0.0409,0.3822
0.262,0.309,1.0013,0.097,0.0411,0.4070245053
0.2630845831,0.316,1.0718,0.1126814853,0.0413,0.5175
0.2950933627,0.344,1.1294,0.1059,0.0414,0.5394
0.306,0.357,1.346376775,0.1152166611,0.0412,0.6390701942
0.3575079463,0.3871083259,1.3495,0.0995,0.0423,0.7014
0.375,0.4018564943,1.5096,0.1086,0.04218549689,0.7764
0.325,0.366,1.5153,0.0932,0.04226164991,0.7974
0.303664332,0.369,1.6509,0.0751,0.0425,0.7454
0.315,0.3812104991,1.6908,0.0809,0.04213382168,0.8902
0.379,0.418,1.6537,0.0466,0.0414,0.8646
0.4701360905,0.48,1.9167,0.0593,0.0413,0.8
0.427,0.475,1.9425,0.0651343681,0.04105006974,0.754
0.596,0.613,1.8637,0.0679,0.0409,0.7396
0.534,0.6018202503,1.7853,0.0881,0.0412,0.7307
0.6830165543,0.711,1.751865498,0.0986,0.0404,0.718
0.698,0.755,1.8225,0.1279,0.0404,0.7503124468
0.74,0.821,1.7774,0.1032,0.0399,0.7721
0.8083314442,0.894,1.7848,0.1060774232,0.04,0.7247
0.723,0.825,1.7544,0.0878,0.0397,0.6934
0.9685795913,1.097,1.574,0.0513,0.0385,0.6077
0.925217753,1.095,1.5942,0.00829205701,0.0378,0.5707
0.834,1.034,1.5208,0.0054,0.0378,0.5612
0.7706740713,0.966,1.5071,0.02391375232,0.0376,0.5582
0.72,0.941,1.5736,0.007,0.0368,0.6043
0.7589504474,0.966,1.566,0.0007855885142,0.03844069036,0.6361
0.698,0.935,1.5872,0.0197,0.0394,0.6671
0.756,0.984,1.6281,0.0176,0.0407,0.7003
0.786,1.041,1.719,0.0054,0.0423,0.6932261031
0.638,0.928,1.735,-0.0112,0.0431,0.7427848323
0.6164938326,0.8747316774,1.614528453,-0.0218,0.0441,0.7081
0.5748112262,0.842,1.666120204,-0.0443,0.044,0.7156551764
0.612,0.892,1.6191,-0.0961,0.0437,0.6919
0.607,0.86,1.6495,-0.134,0.04358171938,0.736
0.601,0.845,1.5292,-0.103,0.0439,0.7231
0.527,0.796,1.5855,-0.067,0.0439,0.751
0.533,0.797,1.6611,-0.0562919782,0.0431,0.7701
0.594,0.87,1.684881284,-0.0569,0.043,0.7901
0.5754474381,0.857,1.709154772,-0.0384,0.04388037691,0.7942
0.558,0.849,1.7978,-0.0448,0.04480710332,0.8338
0.517,0.8098897912,1.846,-0.0516,0.0462,0.8371284352
0.53,0.792,1.8627,-0.0445,0.0459,0.8245
0.5309011226,0.772408924,1.8743,-0.04,0.0458,0.7938
0.5049915844,0.772,1.903295715,-0.0346,0.0481,0.8245
0.435,0.714,1.8661,-0.0157,0.0477,0.828
0.51,0.796,1.9357,-0.04492791096,0.0505,0.8935
0.536,0.811,2.0889,-0.00296879579,0.0511,0.908
0.5317942739,0.808,2.1471,0.006558537684,0.0509,0.9412
0.559,0.827,2.1859,0.0073,0.05029542843,0.9647
0.583,0.86,2.1359,-0.01020980805,0.0501,0.9772
0.606,0.871,2.0842,-0.01881744461,0.04982469162,0.9825
0.6019981572,0.8883290368,2.0393,-0.0077,0.0505,0.9712
0.5433073288,0.838,2.013,-0.0074,0.0508,0.9837
0.583,0.858,2.0322,-0.01479730771,0.0514,0.9817
0.575432505,0.852,2.0153,-0.0191,0.05184281673,0.965
0.6608489325,0.94,1.96943699,-0.0402,0.051,0.9748
0.661,0.94,1.919895769,-0.0118,0.0514,0.9801
0.6396223896,0.903,1.9357,-0.0098,0.0525,0.9481
0.654,0.901,1.9206,0.0038,0.0514,0.9477
0.681,0.906,1.8799,-0.007,0.05,0.9663
0.6663653676,0.87,1.876362137,0.0049,0.0502,0.9564
0.6019486846,0.8427723685,1.8425,0.0212,0.04928116343,0.992040283
0.6,0.848,1.786844112,0.01679669869,0.0494,1.01097328
0.594,0.85,1.8213,0.03,0.0494,1.001509534
0.5567192896,0.817,1.7629,0.0193,0.0503,1.0096
0.529,0.796,1.7901,0.02382578442,0.05,0.9898
0.5458608204,0.802,1.7727,0.0315,0.05066435242,0.9711
0.556,0.809,1.7775,0.0355,0.05308374583,0.973311961
0.519047619,0.774,1.7372,0.0279,0.0527,0.9181
0.514,0.776,1.6343,0.04969585977,0.0533,0.8636465263
0.539,0.7937864388,1.6449,0.0323,0.0525,0.9144
0.537,0.789,1.7252,0.0256,0.0506,0.8982866557
0.589,0.818230563,1.695255366,0.0241,0.05,0.8822400616
0.58,0.795,1.7266,0.0251,0.0473,0.9208
0.611,0.836,1.7594,0.0306,0.04726659502,0.9341
0.6118716434,0.849,1.7406,0.01789774532,0.047,0.8694
0.619,0.847,1.6548,0.0078,0.0465,0.8618
0.5974125321,0.845,1.6753,0.0105,0.0465,0.8831
0.574,0.8370574351,1.7033,0.017,0.0457,0.9097
0.545,0.799,1.6938,0.0056,0.0441,0.9073
0.528,0.792,1.701597585,0.0056,0.0432,0.8946
0.564779145,0.816,1.7414,0.0021,0.0437,0.8954
0.566,0.805,1.7383,-0.0031,0.0434,0.8805
0.554,0.812,1.7148,-0.0074,0.0402,0.8296
0.568,0.823,1.6729,-0.0083,0.0388,0.8466
0.562,0.821,1.692116798,-0.0283,0.039,0.8473
0.5279683383,0.803,1.7132,-0.0405,0.0379,0.8456
0.522,0.79,1.7626,-0.0288,0.03866217442,0.8492
0.515,0.7818481848,1.713,-0.0294,0.0393,0.8375
0.49,0.759,1.6882,-0.0305,0.0386,0.8325
0.5,0.7547395134,1.6665,-0.0315,0.0379,0.8265
0.519,0.786,1.6727,-0.0437,0.0365,0.7967
0.503,0.789,1.6705,-0.0525,0.0371,0.7788
0.507,0.7912126538,1.6555,-0.05490693011,0.0367,0.7538
0.504,0.805,1.6215,-0.0589,0.0366,0.7510373843
0.531,0.819,1.577398069,-0.0467,0.0355,0.7375
0.5382913721,0.8348810067,1.5662,-0.0447,0.035,0.7252570165
0.536,0.8274060426,1.5799,-0.04172267923,0.0353,0.6691
0.5,0.81,1.4562,-0.0295,0.0291,0.6042
0.493,0.796,1.4083,-0.0294,0.0277,0.621
0.454,0.783,1.4273,-0.0321,0.0265,0.603
0.4491097488,0.788,1.4192,-0.0485,0.0263,0.6057
0.438,0.7813538612,1.419,-0.0689,0.0267,0.5923
0.461,0.7939840393,1.3962,-0.0724,0.0275,0.5608577534
0.482,0.81,1.3348,-0.095,0.02764607212,0.5771
0.4771958376,0.799,1.345339089,-0.0845,0.0267,0.5998
0.481,0.7964556217,1.3936,-0.0962,0.0267,0.6171
0.488,0.8,1.3947,-0.1022,0.0263,0.6327857825
0.469,0.7666829268,1.3888,-0.1146,0.026,0.6182
0.5006984724,0.778,1.338,-0.1233647489,0.0254,0.6089
0.489,0.784,1.3204,-0.1199,0.0257,0.6161
0.482,0.789,1.2693,-0.1416,0.0259,0.6171
0.457,0.7594617725,1.1791,-0.1506,0.0263,0.580186041
0.458,0.743,1.1459,-0.1586,0.0269248738,0.5676
0.445,0.737,1.1517,-0.1375,0.0271,0.6015428439
0.44,0.76,1.1326,-0.1117465632,0.0267,0.5965
0.449,0.777,1.1137,-0.0912574642,0.0275,0.5944
0.465,0.767,1.1023,-0.095,0.0259,0.5819
0.489,0.7626435435,1.1149,-0.101,0.0252,0.5812
0.479,0.755,1.1443,-0.1001,0.0243,0.5582
0.463,0.733,1.0746,-0.1230824639,0.0242,0.5459
0.454,0.708,1.0834,-0.1345,0.0227,0.5749
0.452,0.681,1.1239,-0.1197,0.0236,0.5771308336
0.443,0.649,1.1413,-0.1176,0.0231,0.5623
0.444,0.644,1.1522,-0.1089,0.0229304078,0.5761
0.456,0.6512945883,1.1943,-0.0987,0.0232,0.5963
0.45,0.639,1.221638177,-0.088,0.0246,0.5885
0.444,0.647,1.175224743,-0.0837,0.02489857915,0.5835
0.425,0.645,1.14163824,-0.0861,0.0237,0.5828
0.444767686,0.683,1.1118,-0.0956,0.0238,0.5711
0.4367690168,0.662,1.1319,-0.0984,0.0256,0.5728688348
0.439,0.6586814225,1.0915,-0.0831,0.02556864477,0.5653
0.447,0.654,1.092575905,-0.0757,0.0265,0.5584
0.476,0.677,1.089000694,-0.0828,0.0271,0.6081
0.484,0.7,1.2004,-0.0833,0.0277,0.6234
0.517,0.745,1.2393,-0.0816,0.0278,0.6251
0.545,0.771,1.2322,-0.0872,0.0277,0.6531
0.52,0.765,1.2885,-0.0932,0.0273,0.6391
0.529,0.7755270773,1.1941874,-0.0923,0.0277,0.6106
0.541,0.72,1.086,-0.0942,0.0277,0.588
0.53,0.702,1.1172,-0.0952,0.0298,0.587
0.521,0.689,1.1585,-0.0938,0.0293,0.5951
0.535,0.694,1.1716,-0.0935,0.0292,0.6039
0.534,0.702,1.140944997,-0.0957,0.0285,0.5968
0.577,0.763,1.1317,-0.0929,0.0288,0.6153
0.597,0.8,1.1237,-0.077,0.02777964904,0.5921
0.625,0.814,1.124,-0.0693,0.0282,0.5935
0.696,0.853,1.1474,-0.075,0.0293,0.6013
0.646,0.79421031,1.1504,-0.0827,0.0284,0.602
0.59,0.722,1.2018,-0.0729,0.02777707365,0.6116
0.608,0.719,1.217802434,-0.0873,0.0275,0.6392
0.616,0.733,1.21635107,-0.0785,0.0279,0.6107224449
0.6202244943,0.739,1.231934445,-0.0815,0.02798348274,0.6026869367
0.608,0.7357535949,1.1971,-0.09063213556,0.0274534128,0.6208
0.598,0.731,1.2145,-0.09948751564,0.0278,0.6328
0.601,0.722,1.233156834,-0.0897,0.0282,0.6401
0.603,0.725,1.263,-0.0879,0.0282,0.6409
0.576,0.7351820679,1.2648,-0.1037,0.02832221385,0.6627359388
0.575,0.743,1.327227544,-0.0999,0.02851655069,0.6726
0.598,0.768,1.2688,-0.0997,0.0289,0.6461142226
0.611,0.77,1.2299,-0.08634070159,0.0298,0.6261955133
0.633,0.781,1.2376,-0.0856,0.0301,0.6326
0.6262514684,0.788,1.2078,-0.08857088296,0.0306,0.6198
0.611,0.7910500665,1.158,-0.0882,0.0313,0.6208
0.619,0.7976735989,1.2245,-0.08467243141,0.0288,0.6431
0.607,0.794,1.2245,-0.0866,0.029,0.635
0.624,0.79,1.135761642,-0.0847,0.0296,0.6001
0.631,0.7983918415,1.1364,-0.0686,0.0298,0.5877
0.6749545862,0.834,1.185,-0.07688730429,0.0288,0.6202
0.6561777065,0.785,1.2579,-0.0725,0.0305,0.6356
0.664,0.762,1.2241,-0.0793,0.0292,0.623
0.6735647853,0.748,1.2566,-0.07,0.029,0.6542598653
0.661,0.735,1.254,-0.0661,0.029,0.6573
0.6471191048,0.721,1.2168,-0.0672,0.02887210713,0.6571
0.6340713986,0.726,1.200151237,-0.0695,0.0287,0.6489
0.626,0.715,1.1983,-0.077,0.0284,0.6427
0.553,0.6786476109,1.168207502,-0.0736,0.0285,0.6252997959
0.528,0.6778666213,1.143,-0.088,0.0277,0.634
0.524,0.68,1.1309,-0.0975,0.0278,0.6531
0.502,0.692,1.108923973,-0.0603,0.0278,0.6301493534
0.476,0.687,1.0362,-0.0686,0.0272,0.5977
0.505,0.716,1.0667,-0.0627,0.0274,0.6126
0.5,0.709,1.0306,-0.061,0.0279,0.603
0.48,0.67,1.034431589,-0.0604,0.0281,0.6118
0.46,0.648,0.9414,-0.0357,0.0289,0.5719
0.49,0.661,0.8936,-0.0348,0.0286,0.5225
0.478,0.649,0.8578,-0.0293,0.0285,0.5079
0.4615650314,0.63,0.8791019777,-0.0255,0.02862529162,0.525356998
0.438,0.6159835262,0.8961,-0.0082,0.0278,0.5544
0.444,0.622,0.9063,-0.002946954813,0.0263,0.5398
0.398,0.575,0.8808,-0.0135,0.0251,0.5328
0.4146437015,0.555,0.9081574492,-0.0273,0.0254,0.5449
0.393,0.5337729358,0.9273427576,-0.0196,0.025,0.5611
0.393,0.5367265088,0.9377,-0.0312,0.02518209261,0.5752
0.343,0.493,0.9935272893,-0.0314,0.0245,0.6189
0.322,0.4688220836,1.0007,-0.02946065755,0.0238,0.6563
0.3054958312,0.478,1.0867,-0.02672940359,0.0237,0.6476
0.3204699913,0.494,1.0402,-0.04765980863,0.02498863037,0.6185
0.323,0.507,0.9695460322,-0.0484,0.02480355571,0.6033
0.319,0.513,0.9016,-0.0382,0.0254,0.5613
0.2925902841,0.492,0.7956,-0.0334,0.02526102795,0.5087
0.299,0.501,0.8205,-0.0298,0.0251773558,0.5281
0.324,0.5177547606,0.8545,-0.03,0.0266,0.5515
0.319,0.509,0.8744,-0.0431,0.0259,0.5595
0.32,0.513,0.8434124527,-0.0528,0.0252,0.5309
0.31,0.5099074315,0.823283182,-0.0477,0.0249,0.5293
0.368,0.561,0.8328,-0.0541,0.025,0.545
0.3413090828,0.5512183899,0.8314,-0.0482,0.0245,0.5434
0.325,0.518,0.8287,-0.0383,0.0252,0.5268
0.288,0.491,0.8192,-0.0332,0.0248,0.5547
0.245,0.435,0.8463,-0.039,0.0273,0.5696221345
0.2527418874,0.449,0.8476,-0.0446,0.0266,0.5851
0.267,0.461,0.8616117145,-0.0432,0.026,0.5949
0.277551496,0.473,0.8541,-0.0442,0.0254,0.6032
0.263,0.442,0.8744,-0.04458509994,0.0255,0.6255
0.255,0.422,0.9604,-0.0617,0.0278,0.6369
0.261,0.423,0.9242,-0.0721,0.0288,0.6438
0.257,0.419,0.913,-0.0786,0.029,0.647
0.253,0.409,0.9461,-0.0715,0.02868356107,0.6523
0.245,0.408,0.9899,-0.0555,0.0292,0.6696
0.255,0.42,1.0204,-0.0345,0.029,0.704
0.253,0.4239673885,1.029,-0.04185784383,0.0267,0.6647
0.2507171804,0.435,1.020493049,-0.0333,0.0265,0.6545
0.236,0.428,1.008,-0.03504247008,0.0272,0.6658
0.252,0.45,0.9413,-0.0447,0.0281,0.6347
0.289,0.483632448,0.8202,-0.03627542452,0.0288,0.541
0.2692765141,0.461,0.8175,-0.0376,0.0296,0.5685352798
0.2721967675,0.469,0.823,-0.0372,0.0299942924,0.5853
0.292,0.473,0.8526,-0.0407,0.03062265549,0.58
0.313,0.495,0.8396,-0.0335,0.0305,0.5959041254
0.324,0.51,0.8385,-0.0285,0.0302,0.618
0.334,0.502,0.8552,-0.02707711443,0.0302,0.6146
0.335,0.5024527994,0.8333,-0.0235,0.03052793222,0.6311
0.341,0.505,0.8301,-0.0145,0.0308,0.6412
0.2610327339,0.446716288,0.8175,-0.014,0.031,0.6149
0.198,0.367,0.7798,-0.0003,0.0312,0.5939
0.195,0.352077027,0.7899,0.0079,0.031,0.6012950419
0.1728275083,0.314,0.78,0.0127,0.032,0.6122
0.173,0.336,0.7693150854,0.0068,0.03171508369,0.6074
0.17287713,0.326,0.6996,-0.0031,0.0318,0.5401018754
0.186,0.343,0.7201,-0.0076,0.03181161909,0.5716
0.1988755981,0.34,0.7086,-0.0081,0.0323,0.5481371667
0.185,0.324,0.6665,-0.0059,0.032,0.5413
0.181,0.311,0.662,0.005042340262,0.032,0.506
0.149,0.2885140484,0.5806,0.01,0.0316,0.4685
0.148,0.2753007101,0.5297010619,0.009901307357,0.0318,0.4408
0.16,0.292,0.5433,0.0284,0.0314,0.4508333567
