HDFC Top 100 Fund,Kotak Emerging Equity Fund,Quant Small Cap Fund,HDFC Gold ETF FoF,Invesco India Credit Risk Fund,Quant Multi Asset Fund
0.127,0.229,0.0949,0.137,0.107,0.1053
0.094,0.2162092938,0.0954,0.1354,0.108,0.1058
0.097,0.2160058203,0.0954,0.1288,0.107,0.1074328837
0.089,0.21,0.0948,0.1146,0.107,0.1077
0.114,0.23,0.0948,0.1108,0.105,0.1087
0.11,0.233,0.0949,0.1165,0.105,0.1059
0.122,0.2410904548,0.09454191474,0.1206,0.105,0.1064
0.125,0.244,0.0949,0.1222909881,0.105,0.1063
0.138,0.258,0.09338274052,0.1125,0.105,0.1059
0.1471712709,0.267,0.0931,0.1148208646,0.105,0.1054
0.138,0.26,0.0937,0.1237,0.105,0.1049
0.136,0.248,0.0942,0.1326,0.105,0.1052
0.1410007178,0.249,0.0938,0.1447,0.1052302505,0.1052
0.142,0.259,0.0936,0.1481,0.105,0.1119
0.134,0.255,0.0939,0.1479,0.103,0.1102
0.119,0.251,0.0932,0.1692,0.103,0.1079
0.107,0.231,0.0949,0.1657,0.1022851233,0.1086338396
0.1358119564,0.2518686297,0.0967,0.1719,0.1014738463,0.1131
0.138,0.252,0.0964,0.1798,0.1004953933,0.1184461727
0.1190047436,0.229,0.101,0.1962,0.1006623106,0.1169
0.152,0.2383912522,0.1041422846,0.192,0.1016817943,0.1303141586
0.138,0.212,0.1030946684,0.1813,0.1024277991,0.1329157221
0.098,0.15,0.1019518666,0.1699,0.1022078982,0.1315757718
0.09338481556,0.145,0.1080280543,0.1599,0.1021728042,0.1324
0.093,0.141,0.1091,0.1606,0.1011766,0.1414
0.09694749547,0.136,0.1115,0.1465,0.1001214889,0.1417
0.062,0.11,0.1139,0.1492905756,0.09867803613,0.1457979905
0.06,0.118,0.1108,0.1528,0.09878943802,0.1494
0.063,0.131,0.1108,0.1596036019,0.09854131465,0.1416583858
0.058,0.123,0.1131,0.1374,0.09895687422,0.1431
0.083,0.1408118081,0.1138,0.1351,0.09911732177,0.1443
0.09148044482,0.154,0.1142,0.1485,0.09948637288,0.1463
0.103,0.166,0.1154717066,0.1357,0.09963953439,0.1437
0.122,0.179,0.1146,0.125,0.09914275692,0.1457
0.1244850765,0.178,0.1095,0.1325,0.09848921616,0.1457299722
0.124,0.175304414,0.1074,0.1142709648,0.09859546166,0.1368019923
0.1223702186,0.174,0.1073,0.1159,0.09834436845,0.1384
0.14,0.186,0.1071,0.1197,0.09831111651,0.136
0.1289888288,0.181,0.1056,0.1178,0.09842396819,0.1343
0.143,0.192,0.107449973,0.1151,0.09900599414,0.136
0.143,0.196,0.1047,0.1102863572,0.09939330442,0.1377
0.117,0.171,0.1041773692,0.1099,0.098,0.132
0.133,0.17,0.1038100385,0.113,0.09784898655,0.130964088
0.113,0.1497623998,0.1037,0.1025667671,0.09706517845,0.131
0.119,0.151,0.1036,0.0859,0.09680662211,0.1291486388
0.105,0.144,0.1027,0.0882,0.09655050956,0.1295
0.101,0.133,0.1024,0.0972,0.09676635265,0.1286
0.088,0.12,0.1001,0.08715659657,0.09632925562,0.1276
0.086,0.122,0.0986,0.0892563895,0.09598066207,0.1212
0.078,0.108,0.09675697497,0.0801,0.09480181748,0.1214
0.074,0.1,0.0981,0.0901,0.09534364734,0.1197397683
0.051,0.077,0.0995,0.096,0.095,0.1233
0.095,0.09944387531,0.103,0.0882,0.09448776242,0.1249
0.09179635736,0.103,0.101,0.0831,0.09239312073,0.1329
0.106,0.117,0.1018,0.0639,0.09137091023,0.1295
0.152,0.149,0.1019,0.07183375456,0.09183153529,0.1313
0.145,0.149,0.1025,0.07097390913,0.09171543,0.1309
0.156,0.167,0.1024654366,0.0708,0.09286880269,0.1299
0.164,0.185,0.1041,0.08360266697,0.09253895613,0.132
0.176,0.206014808,0.1038567814,0.0969,0.09080329072,0.1331
0.182,0.219,0.1039,0.0875,0.09159582581,0.1307
0.208444606,0.244,0.1023,0.0956,0.08769279064,0.1308
0.237,0.2970062811,0.1012,0.0823,0.087,0.1275500918
0.238,0.3,0.1019,0.08664267946,0.08727463855,0.1276
0.2739610931,0.319038604,0.1016,0.0869,0.08649245635,0.1292
0.277,0.31,0.1006,0.0886,0.08643935051,0.1267
0.254,0.286,0.1007,0.113,0.08698699861,0.1261
0.251,0.279,0.1007,0.1072,0.08719300199,0.1244
0.25,0.286,0.1008,0.0936,0.08749584705,0.1252
0.26,0.298,0.1023,0.0733,0.08776827819,0.129
0.225,0.27,0.1026,0.0914,0.08824971277,0.1298424185
0.24,0.265,0.1036,0.0869,0.088,0.1298
0.2743234612,0.29,0.1028,0.0833,0.089,0.1285623477
0.3177599945,0.323,0.1012021272,0.065,0.08920113007,0.1287
0.3216939891,0.337,0.1025,0.0406,0.08939468336,0.1285
0.305,0.32,0.1026,0.0411,0.08992188003,0.1308
0.3,0.3208827168,0.1021,0.0398,0.09008492731,0.1277
0.353,0.358,0.1024,0.02909510782,0.08957722661,0.1293
0.3831205609,0.384,0.0951,0.0342,0.0894099157,0.1297
0.437,0.444,0.0921,0.0165,0.0896282473,0.1169
0.4482025667,0.473,0.0931,0.0046,0.09,0.1097
0.388,0.422,0.0933,0.0353,0.0894830173,0.1113
0.424,0.4469521198,0.093,0.0323,0.08978873575,0.1103
0.409,0.4474901202,0.094,0.03219492093,0.08684637931,0.1121
0.4,0.44,0.09645768025,0.01934592829,0.08568999103,0.1161731741
0.39,0.43,0.097,0.0135,0.08576864728,0.1203
0.384,0.424,0.0991,0.0208,0.08280775972,0.1261
0.388,0.425,0.0983,0.0046,0.07833044013,0.1196178994
0.42,0.457,0.0918,0.0187,0.07683086408,0.1035
0.452,0.478,0.092,0.00709305363,0.07769405913,0.1025
0.45,0.481,0.0931,0.009877542759,0.07439681073,0.1033714403
0.461,0.483,0.09377816446,0.0039,0.07477291953,0.1072
0.406,0.438,0.0921,0.0045,0.07510947799,0.1074
0.366,0.4091131998,0.0918,0.0141,0.07427691981,0.104644845
0.3379269587,0.402,0.0923,0.02493646437,0.073,0.1056
0.327,0.4026252019,0.0918,0.006938196069,0.074,0.1070868803
0.3397286368,0.415,0.0913,-0.006572164948,0.07445723509,0.1046
0.317,0.4,0.0884,-0.0057,0.07426188757,0.09996697708
0.329,0.404,0.0872,0.0006,0.07379768035,0.1001
0.336,0.4053421562,0.0856,-0.0114,0.07405799125,0.099
0.322,0.3957848254,0.0839,-0.01830494971,0.07342937927,0.0945
0.323,0.3933668342,0.0853,-0.0186,0.07414466807,0.0926
0.319,0.393,0.0844,0.0014,0.07961351786,0.09423291172
0.311,0.385,0.0838,-0.0112886349,0.08256509328,0.0947
0.318,0.385,0.0846,-0.0138,0.08185728856,0.09492158083
0.301,0.371723869,0.0841,-0.03154484714,0.0815873541,0.09151770421
0.312,0.3860546875,0.0843,-0.01772653393,0.08,0.0921
0.306,0.389,0.086,-0.0034,0.08104243072,0.0972
0.327,0.41,0.0853,0.0157,0.0815076544,0.0962
0.323,0.405,0.0861,0.0115,0.08072726332,0.0965
0.276,0.374,0.0854,0.0173,0.08018215519,0.09734458692
0.284,0.368,0.0847,0.0213,0.08051004106,0.0973
0.2903246253,0.376,0.08376143368,0.0049,0.081,0.0961
0.2781969122,0.3717732669,0.0845,0.0204,0.08027581341,0.0956
0.319,0.3953847938,0.0843,0.0075,0.0796062565,0.0956
0.323,0.384,0.0833,0.0015,0.08040150984,0.0916
0.341,0.4,0.0805,-0.003629320012,0.08139854433,0.0905
0.339,0.401,0.0801,-0.0102,0.08008594327,0.0869
0.327,0.398,0.0787,-0.01026581118,0.07775144743,0.0822
0.328,0.4,0.0811,-0.01283804162,0.07630020572,0.082
0.305,0.375,0.0811,-0.0062,0.07650168327,0.0860036666
0.2891449814,0.353,0.0813,-0.0085,0.07555688335,0.0879
0.285,0.3537165474,0.0777,-0.0189,0.07498890617,0.08989180735
0.291,0.366,0.079,-0.0296,0.07401138163,0.089
0.2758814372,0.367,0.08053752828,-0.01789004458,0.07355066861,0.0888
0.277,0.363,0.081,-0.0033,0.07339689313,0.0896
0.258,0.355,0.0812,0.0106,0.07263022153,0.0904
0.258,0.352,0.08088527323,0.0013,0.071,0.0875
0.277,0.369,0.0817,-0.0103,0.071,0.088
0.282,0.379,0.0819,-0.0276,0.07077254047,0.0885
0.2875197865,0.375,0.0799,-0.0403,0.07118274855,0.0857
0.307,0.384,0.0786,-0.0362,0.0702320416,0.08575527166
0.335,0.4,0.07642270047,-0.0407,0.071,0.08381173281
0.335,0.383,0.07629710303,-0.0385,0.07100548463,0.083
0.331,0.379,0.0771,-0.0424,0.07098931692,0.08334243232
0.316,0.372,0.075,-0.0322,0.07109520499,0.0822
0.315,0.371,0.07545070787,-0.0384,0.07158559825,0.0844
0.322,0.365,0.07476106749,-0.0414,0.07118004571,0.08600231154
0.329,0.3607766299,0.0757794652,-0.0448,0.07008852554,0.0844
0.32,0.363,0.0764,-0.058,0.07038515715,0.0852
0.329,0.3700742228,0.07564172345,-0.0698,0.06930234102,0.0849
0.328,0.364,0.07853099965,-0.0615,0.06963980172,0.0874
0.334,0.377,0.07875087078,-0.0612,0.06774103918,0.0917
0.352,0.387,0.0772,-0.0596,0.06755441293,0.0877
0.355,0.386,0.07635158354,-0.0601,0.06745156722,0.0882
0.369,0.398,0.0774,-0.0504,0.07363832751,0.0896
0.38,0.407,0.0806,-0.0445,0.07623078452,0.08741346154
0.3489280742,0.39,0.0791,-0.0264863228,0.0744415353,0.0891
0.299,0.354,0.079,-0.0111,0.07325944189,0.0896
0.284,0.335,0.0805,-0.01091108027,0.07359141777,0.0907
0.271,0.318,0.08225175919,-0.0049,0.07373388488,0.0939
0.249,0.301,0.0841,-0.0006,0.07282608948,0.09644920547
0.247,0.283,0.0854,-0.0107,0.07278290273,0.09491275812
0.261,0.2945143256,0.0846,-0.0077,0.07192362121,0.095
0.276,0.311,0.0859,-0.0004,0.07258796866,0.0959
0.268,0.299539492,0.0878,-0.01482599075,0.07206199912,0.099
0.265,0.29,0.0886,-0.0095,0.07148128714,0.0983
0.259,0.2961288112,0.0855,-0.0241,0.07146780882,0.0988
0.264,0.305,0.0875,-0.0186,0.0715623985,0.09835582759
0.2742528147,0.314,0.08856523154,-0.0355,0.07185568442,0.1035
0.291,0.323,0.0899,-0.031,0.07082285844,0.1046
0.28,0.313,0.0900829137,-0.0261,0.07235642556,0.1085
0.266,0.314,0.0911,-0.0236,0.07340760645,0.1074844274
0.272,0.324,0.0899,-0.0396,0.075430503,0.1084
0.272334007,0.3158453114,0.0892,-0.0356,0.07712175554,0.1093
0.249,0.312,0.0906,-0.03863236157,0.07809053789,0.1083
0.252,0.313,0.0915,-0.0392,0.07886930999,0.1076
0.258,0.318,0.0899,-0.0333,0.07835249796,0.1053
0.246,0.314,0.0902,-0.03873194427,0.07734206792,0.108
0.283,0.333,0.0885,-0.0634,0.07823609555,0.1081573591
0.2871084844,0.324,0.0871,-0.0743,0.07893436583,0.1063
0.283,0.319,0.0869,-0.0741,0.07856053712,0.1041
0.269,0.303,0.0857,-0.0688,0.07690922337,0.104118848
0.252,0.2859101702,0.084,-0.0659,0.07624913305,0.0971
0.2324449581,0.266,0.0862,-0.07161763306,0.07644686364,0.096
0.208,0.2464074527,0.0872,-0.08154805645,0.07578152123,0.09536555377
0.213,0.248,0.087,-0.0829,0.07565394841,0.0923
0.2193324268,0.2555651538,0.0849,-0.0941,0.07710963335,0.0903
0.226,0.266,0.0833,-0.0981,0.07699550597,0.08569621917
0.212,0.267,0.084,-0.0993,0.07764776661,0.0871
0.199,0.259,0.08602122924,-0.1075,0.07762668203,0.0869
0.204,0.2745678039,0.0867,-0.1095,0.08067003534,0.0908
0.199,0.265,0.0866,-0.1103389497,0.08140950891,0.089
0.202,0.276,0.0869,-0.0983,0.08104397351,0.0883
0.227,0.283,0.0887,-0.105,0.08,0.0887
0.2166457526,0.276,0.0872,-0.1058,0.07808663967,0.08788240389
0.2168284077,0.27,0.07872811688,-0.1013,0.07716954993,0.0877
0.2390056723,0.278,0.07987639571,-0.0956,0.07653258094,0.088
0.233,0.267,0.0774,-0.09205164993,0.07709267777,0.0885
0.22,0.2539029875,0.07461970935,-0.08800343577,0.07663274747,0.0853
0.219,0.25,0.0754,-0.0911,0.07571519302,0.0866
0.22,0.254,0.07147572898,-0.0918,0.07537468855,0.08649711914
0.21,0.241,0.07327212338,-0.1043719443,0.07339445135,0.08593606994
0.222,0.2422391858,0.0732,-0.0915,0.07282994856,0.0877
0.2312838318,0.237,0.0722,-0.0941,0.07329156177,0.0864
0.238,0.242,0.0713,-0.09530684567,0.07232037081,0.085
0.257,0.259,0.0721,-0.1077,0.07087851288,0.0843
0.248,0.252,0.0742,-0.0993,0.06982240862,0.0833
0.226,0.237,0.0747,-0.1041,0.07139539221,0.0818
0.2347846062,0.23,0.0758,-0.0867,0.07167808774,0.0846210835
0.2383824965,0.233,0.0736,-0.0918,0.07113582835,0.0844
0.25,0.2437065834,0.07039427609,-0.1047,0.07143032007,0.0847
0.241,0.234,0.0716,-0.1069,0.07138637663,0.0835
0.233,0.233,0.07104764711,-0.0965,0.07029883828,0.0843
0.236,0.238,0.0681,-0.1111,0.06987889931,0.0814
0.224,0.224,0.0709,-0.1063,0.06807868349,0.0835
0.203,0.196,0.0694,-0.1,0.06759249497,0.0829
0.18,0.169,0.07306550497,-0.0918,0.06680922647,0.0804
0.174,0.173,0.0713,-0.08316103622,0.06507658156,0.0798
0.188,0.194,0.0704,-0.0865,0.06404761038,0.08103139843
0.1934170206,0.2,0.0674,-0.0856,0.06418267373,0.08013063438
0.203,0.2,0.0683,-0.0751,0.06379009285,0.0784
0.1955993209,0.197,0.0672,-0.076,0.06375443803,0.0785
0.176,0.184,0.0703,-0.08104640522,0.06288694423,0.07868029683
0.159,0.171,0.0684,-0.0834,0.06244904131,0.0779
0.168,0.171,0.0671,-0.0766,0.06297595482,0.0785
0.178,0.179,0.0667,-0.0733,0.06386734277,0.0761
0.18,0.1860880271,0.06767306403,-0.0643,0.06435827671,0.0766
0.1455960437,0.166,0.0673,-0.0546,0.06455975225,0.078
0.149,0.178,0.0681,-0.0691,0.06341973355,0.0782
0.146,0.184,0.0677,-0.07024801123,0.06239390952,0.0783
0.164,0.1998288142,0.06839305535,-0.0553,0.0627083448,0.0774
0.1848332362,0.217123671,0.0662,-0.0428,0.06156310854,0.07659440124
0.18,0.218,0.0673,-0.04539517576,0.05907161232,0.07480396962
0.1748515791,0.218,0.0761,-0.03539639826,0.05744088678,0.0744
0.174,0.221,0.07371920873,-0.0349,0.05721107476,0.0746
0.1678366423,0.216,0.0723,-0.0358,0.05721992694,0.0706
0.182,0.221,0.07,-0.0321,0.05755906681,0.0692
0.194,0.227,0.067,-0.0436,0.05792795319,0.066
0.177,0.208,0.0668,-0.0526,0.05828240737,0.0642
0.188,0.21,0.0659,-0.055,0.05808618013,0.0643
0.2,0.218,0.0655,-0.0466,0.0589971967,0.069
0.211,0.224,0.0634,-0.0436,0.05926301327,0.06215071457
0.2,0.223,0.0627,-0.0463,0.05959301738,0.0586
0.2333863387,0.248,0.0605,-0.0493,0.06040059787,0.05594504831
0.213,0.234,0.0576,-0.0509,0.0615115426,0.0514
0.168,0.1882349403,0.0599,-0.0573,0.06285554033,0.05446417784
0.149,0.164,0.0607,-0.059,0.063,0.05678788428
0.153,0.166,0.0615,-0.0294,0.06272874681,0.0544
0.138,0.151,0.0603,-0.0352,0.06283304646,0.0557
0.138,0.156,0.0621,-0.03307670099,0.06231334727,0.055
0.142,0.163,0.0644,-0.03986027371,0.06266105606,0.0533
0.17,0.178,0.063,-0.0409,0.06193469085,0.0504320768
0.168,0.176,0.0642,-0.0391,0.062,0.0493
0.174,0.183,0.0639,-0.0315,0.06116024712,0.0514
0.164,0.181,0.06486489841,-0.0374,0.06084443588,0.05347525781
0.164,0.185,0.0647,-0.0276,0.0612422249,0.0524
0.16,0.1916814683,0.0652,-0.0261,0.06104707098,0.0543
0.151,0.183,0.0648,-0.0262,0.061,0.05470435746
0.1589463136,0.1866501854,0.06713564512,-0.0177,0.06078126362,0.0543
0.1668750162,0.1835289297,0.0658,-0.0154,0.06098041143,0.055
0.1888489161,0.195,0.0687,-0.0156,0.06080549389,0.0543
0.19,0.207,0.0692,-0.0182,0.06101731228,0.0553
0.178,0.201,0.0709,-0.0352,0.06060079839,0.0536
0.175,0.199,0.0697,-0.0373,0.05987740251,0.056
0.204,0.22,0.06761779287,-0.0437,0.0607515982,0.0546
0.275,0.225,0.0664,-0.0491,0.06095899064,0.0499
0.29,0.245,0.0634,-0.05508579718,0.0606,0.0463
0.2691134618,0.236,0.0626,-0.0551,0.0604,0.04146677447
0.269,0.251,0.0643,-0.0522,0.0603,0.0445
0.277,0.275,0.05739483561,-0.0618,0.0601,0.03331357088
0.257,0.2626247354,0.05401268672,-0.0486,0.0603,0.03048188492
0.29,0.307,0.0528,-0.0394,0.0598,0.0301
0.326,0.367,0.05404127257,-0.0328,0.0603,0.0299
0.3247637936,0.3624295797,0.04703463159,-0.0265,0.0599,0.02346168788
0.306,0.353,0.04637155032,-0.0156,0.0594,0.0222
0.29979042,0.352,0.0428,-0.0074,0.0601,0.01806321098
0.341,0.395,0.0395,-0.0016,0.0603,0.0098
0.3377357589,0.374,0.0417,-0.0023,0.0604,0.01654357892
0.318,0.356,0.0426,-0.003382367657,0.0602,0.01492344845
0.317,0.358,0.0465,0.0059,0.0605,0.014
0.283,0.329,0.04656529343,0.0186,0.0602,0.0211
0.3021172054,0.332,0.04504176158,0.0068,0.0598,0.0215
0.31,0.34,0.04254239379,0.0097,0.0599,0.0171
0.294,0.332,0.0436,0.0181,0.0608,0.0161
0.3050154514,0.35,0.052,0.0083,0.0607,0.02225652788
0.328,0.37,0.053,0.0221,0.0604,0.0218
0.322,0.372193828,0.053,0.0286,0.06001009696,0.0252
0.3189505016,0.377,0.0512,0.02645754283,0.0605,0.0253
0.3286946393,0.381,0.0519,0.0315,0.0601,0.0238
0.298,0.366,0.0499,0.0322,0.0591,0.0233
0.287,0.36,0.0515,0.03567324768,0.0584,0.0269
0.284,0.369,0.0512,0.0332,0.05827755273,0.0274029534
0.264,0.365,0.0533,0.0296,0.0585,0.0284
0.2767371966,0.3678721343,0.0534,0.02542674626,0.0577,0.0277
0.276,0.368,0.0512417389,0.0372,0.057,0.0261
0.266,0.361,0.0497,0.0388,0.0567,0.025
0.289,0.381,0.0501,0.0317,0.0572,0.025
0.307,0.4,0.0527,0.01632804233,0.0483,0.0282
0.315,0.399,0.0535,0.0248,0.0477,0.03
0.322,0.4055375669,0.0541,0.0215,0.0474,0.0314
0.31,0.399,0.05379829518,0.014,0.0478,0.0262
0.3352275985,0.422,0.0505,0.0183,0.035,0.0243
0.32,0.4214975042,0.0485,0.0178,0.0352,0.0154
0.334,0.415,0.0492,0.0145,0.03576922896,0.0183
0.334,0.419,0.0482,0.018,0.0352,0.0153
0.317,0.422,0.0495,0.009557744708,0.0335,0.0159
0.321,0.415,0.0463,0.0129,0.0316,0.0197
0.323,0.41,0.04972861993,0.0168,0.0318,0.0135
0.329,0.41,0.0495,0.0193,0.03306710145,0.0156
0.305,0.3983544304,0.0465530203,0.0205,0.0339,0.0156
0.306,0.401,0.0472,0.0342,0.027,0.0114
0.31,0.412,0.0489,0.0195,0.0274,0.0161501438
0.2906539877,0.3961949686,0.0506,0.0218,0.02683379963,0.0169
0.272,0.369,0.0499,0.01473684211,0.0286,0.0179
0.2684227322,0.38,0.0512,0.0077,0.029,0.019
0.283,0.396,0.04810804551,0.0084,0.0281,0.0208
0.279,0.409,0.0501,-0.0062,0.028,0.0181
0.289,0.414,0.05,-0.0002,0.0287,0.0177
0.286,0.398,0.0505,0.0029,0.0297,0.0163
0.279,0.388,0.0457,0.0052,0.0304,0.01606744868
0.303,0.402,0.0495,0.0023,0.0303,0.0117
0.299,0.399,0.0453,0.0041,0.03043412558,0.01825275757
0.2913871471,0.383,0.0437,0.0195,0.03,0.0162
0.266,0.348,0.04571131745,0.02820598579,0.0309,0.0168
0.273,0.346,0.04366610466,0.0355,0.031,0.0159
0.27,0.3359770808,0.0423,0.0256,0.0309,0.01800846216
0.296,0.3464652568,0.0413,0.0186,0.0309,0.0179
0.275,0.333,0.0374,0.01643586374,0.0304,0.0172
0.29,0.324,0.0456,0.0233,0.0311,0.02543121788
0.283,0.305,0.0486,0.02825690293,0.0311,0.0365
0.268,0.284,0.0441,0.0296,0.03102822105,0.035
0.268,0.278,0.0395,0.0132,0.0311,0.0285
0.259,0.2641399417,0.0394,0.0123,0.03119727798,0.03057111904
0.254,0.2549230322,0.0366,0.01,0.0323,0.0286
0.246,0.256,0.0389,0.02581395349,0.0326,0.0251
0.22,0.2254577158,0.0413,0.0256,0.0335,0.0273
0.216,0.217,0.0387,0.0253,0.0342,0.03270378032
0.214,0.218,0.0409,0.0355,0.034,0.03009012951
0.199,0.216,0.0439,0.0166,0.0355,0.0318
0.207,0.225,0.0411,0.003731045491,0.0359,0.03324344569
0.186,0.217,0.0391,0.0106,0.0368,0.0289
0.19,0.227,0.0357,0.0168,0.0372,0.0288
0.18,0.234,0.0354,0.0195,0.0365,0.0284
0.182,0.228,0.0331,0.03509283366,0.03724832488,0.0273
0.176315129,0.215,0.0364,0.02942780913,0.03925228549,0.0241783897
0.164,0.198422068,0.0379,0.02861397935,0.03994154552,0.0293
0.1575331702,0.188,0.0368,0.0284,0.0404,0.0302
0.171,0.196,0.0365,0.0261,0.0401,0.0276
0.166,0.188,0.0367,0.0339,0.0407,0.02714807166
0.172,0.200488085,0.0361,0.0326,0.0415,0.0283
0.1816860065,0.218,0.036,0.046,0.04189636564,0.02904399484
0.179,0.2188113099,0.0349,0.0512,0.0421,0.0241
0.173,0.223,0.0346,0.0405,0.04279418942,0.0271
0.166,0.221,0.0356,0.037,0.0426,0.02743421053
0.134,0.204,0.036,0.0604,0.0424,0.02772297944
0.116,0.189,0.0344,0.0693,0.042,0.029
0.089,0.163,0.0337,0.0622,0.04323667977,0.0226
0.102,0.164,0.0338,0.0576,0.0438,0.0214094161
0.099,0.162,0.0343,0.0484,0.04476016861,0.0236
0.118,0.169,0.0312,0.0487,0.04606653559,0.0226
0.1388378323,0.186,0.03,0.0358,0.04687528127,0.02100636521
0.132,0.178,0.0298,0.0403,0.0472,0.0213
0.1194625927,0.179,0.0304,0.0419,0.04721872856,0.0221
0.1099434694,0.164,0.0283,0.034,0.04825792562,0.0227
0.09,0.1382825485,0.0278,0.0318,0.04945881267,0.0227
0.086,0.139,0.0359,0.044,0.0493,0.0207
0.083,0.128,0.0419,0.0412,0.0491,0.0372
0.074,0.112,0.0471,0.05765964237,0.049,0.03898579735
0.05,0.099,0.0478,0.0622,0.0498,0.04318347017
0.061,0.101,0.05026303601,0.0502,0.0487,0.04296371148
0.07102226556,0.116,0.0502,0.0497,0.0481,0.0483
0.067,0.116,0.0491,0.0436,0.0478,0.04258366127
0.073,0.1270118026,0.0493,0.0463,0.0478,0.0423
0.069,0.13,0.0445,0.05341777591,0.048,0.0373
0.061,0.127,0.04289149809,0.0454,0.0475,0.0298
0.09,0.147,0.0451,0.0286,0.047,0.03123633743
0.094,0.15,0.044,0.0189,0.0471,0.0351
0.101,0.156,0.04381208108,0.02804580214,0.048,0.0328
0.107,0.156,0.041,0.034,0.04822115934,0.031
0.1,0.156,0.0377,0.0466,0.0482,0.0318
0.105,0.152,0.0364,0.0478,0.0473,0.02610717777
0.097,0.1464110284,0.0382,0.0449,0.05,0.02240566737
0.09,0.145,0.041,0.0574,0.04692338003,0.0224
0.08773428613,0.148,0.0404,0.0657,0.0465,0.0252
0.08615409337,0.144,0.0387,0.0768,0.0466,0.0233
0.086,0.1437111618,0.038,0.0685,0.0464,0.0205
0.08226442439,0.143,0.03883276989,0.072,0.0459,0.0176
0.085,0.151,0.03813120065,0.0734,-0.0234,0.0201
0.072,0.143,0.0351,0.081,-0.0226,0.0203
0.076,0.139,0.0387,0.0947,-0.023,0.0209
0.072,0.1417953415,0.0402,0.0948,-0.0228,0.0231
0.084,0.147,0.03424472281,0.0901,-0.0237,0.0212
0.082,0.143,0.0321,0.0827,-0.02343408452,0.018
0.075,0.133,0.0346,0.0903,-0.0234,0.0174
0.07570249935,0.135,0.03253586583,0.0906,-0.0236,0.0167
0.063,0.126,0.0293,0.07802491656,-0.0239,0.0144
0.066,0.1236653882,0.0266,0.0841,-0.0233,0.0075
0.067,0.127,0.0288,0.087,-0.0234,0.0067
0.084,0.137,0.0293,0.0685,-0.0228,0.0077
0.077,0.135,0.0275,0.07458772918,-0.0233,0.0077
0.091,0.15,0.0264,0.08277450729,-0.023,0.004246427215
0.1024173163,0.161,0.0223,0.0733,-0.0223,0.0032
0.105,0.1662795464,0.0212,0.081,-0.0226,0.0019
0.075,0.15,0.025,0.0677,-0.0222,-0.0005
0.057,0.139,0.0282,0.0582,-0.0217,0.0008
0.048,0.1351409396,0.0253,0.0587,-0.021,0.0047
0.039,0.113,0.0254,0.0569,-0.0214,0.003794673457
0.045,0.104,0.0257,0.0659,-0.0211,0.004065870009
0.039,0.095,0.0197,0.0662,-0.0208,-0.0025
0.04735760626,0.089,0.0176,0.0754,-0.021,-0.0063
0.053,0.099,0.0162,0.06515474378,-0.0208,-0.011
0.072,0.113,0.01550506448,0.0449,-0.021,-0.0091
0.059,0.106,0.0145,0.0545,-0.0205,-0.0135
0.057,0.104,0.0162,0.0582,-0.0215,-0.0185
0.065,0.103,0.0168,0.0695,-0.022,-0.0161
0.067,0.094,0.0158,0.0649,-0.0215,-0.0149
0.059,0.085,0.0156,0.058,-0.0221,-0.0162
0.051,0.072,0.0161,0.0614,-0.0225,-0.0173
0.064,0.087,0.0176,0.05555441899,-0.02246404884,-0.0178
0.074,0.091,0.0183,0.064,-0.0221,-0.01489535903
0.06608387587,0.092,0.0182,0.0744,-0.0228,-0.0143
0.066,0.091,0.0193,0.0725,-0.0221,-0.0131995291
0.075,0.096,0.0214,0.0704,-0.022,-0.0088
0.079,0.09461638492,0.0209,0.06795518265,-0.0217,-0.0056
0.08230092614,0.105,0.0178,0.0732,-0.0218,-0.007250193559
0.089,0.1129340048,0.0183,0.07218176223,-0.0214,-0.005
0.087,0.112,0.01645141512,0.0669,-0.022,-0.005
0.07,0.09849166446,0.0146,0.0727,-0.024,-0.007349421907
0.074,0.09026009816,0.0155,0.0716,-0.0242,-0.01
0.061,0.074,0.0157,0.0682,-0.0248,-0.0103
0.07,0.073,0.0149,0.0806,-0.02341798581,-0.0142
0.055,0.05562145436,0.0144,0.0806,-0.0252,-0.0133
0.048,0.05,0.0134,0.07799768397,-0.0257,-0.0135
0.033,0.036,0.0147,0.0791,-0.0262,-0.0163
0.009,0.019,0.01326362934,0.092,-0.02552618448,-0.01442850188
0.02854741242,0.04,0.0133,0.0833,-0.0248,-0.0169
0.02,0.034,0.0211,0.0828,-0.0247,-0.01726081483
0.012,0.032,0.02157098625,0.0756,-0.0247,-0.0168
0.011,0.037,0.0223,0.079,-0.025,-0.0128
0.003,0.033,0.0195,0.0716,-0.0246,-0.0137
0.014,0.039,0.0229,0.0757,-0.0239,-0.0157
0.015,0.043,0.0222,0.07752198275,-0.023,-0.00995943089
0.02840998098,0.051,0.01944512886,0.0729,-0.0215,-0.0104
0.02,0.045,0.0211,0.06378975099,-0.0217,-0.0112
0.019,0.046,0.0221,0.051,-0.0216,-0.0102
0.013,0.036,0.0228,0.04675647668,-0.0209,-0.0109
-0.003,0.017,0.0202,0.061,-0.0198,-0.0113
0.013,0.03,0.0178,0.05246124132,-0.0186301816,-0.0115
0.006,0.024,0.0167,0.04,-0.0199,-0.0132
-0.007014740805,0.014,0.0144,0.0446,-0.0205,-0.0128
